latitude,longitude,Number of Parks found,Distance to Closest Park
43.665269,-79.319796,3,73.30800846501171
43.67142,-79.445947,1,500.7945405557504
43.666224,-79.317693,5,258.47864346563733
43.653236,-79.376716,4,340.68320366662783
43.663722,-79.380288,12,198.44181375573592
43.657763,-79.389165,5,288.2936061353482
43.656729,-79.382736,6,264.7747078223401
43.664467,-79.414783,3,50.8697290564704
43.675492,-79.388858,5,60.405337889105546
43.674991,-79.396273,2,11936.443958392327
